AISHE_ID,CollegeName,State,Teacher,Student,Hostels,Labs,PhD,S_F_Ratio,Predicted_Rank
C-46002,"GREEN LAND COLLEGE OF EDUCATION,",Uttar Pradesh,6,52,0,0,75,8.666666667,24.74238753
C-33610,S P K.Mahavidyalaya Sawantwadi,Uttar Pradesh,35,1017,1,10,93,29.05714286,24.74269339
C-56577,SHRI SAPTHAGIRI INSTITUTE OF,Uttar Pradesh,126,234,2,10,94,1.857142857,24.7430233
C-15021,Bethesda College of Education,Jammu and Kashmir,13,81,0,10,65,6.230769231,24.74313183
C-33375,"Government College, Kundam,",Gujarat,15,550,0,10,79,36.66666667,24.74321813
C-26419,Rukasen College,Maharashtra,52,594,1,10,78,11.42307692,24.74718416
C-24066,Uday Degree College,Tamil Nadu,8,73,0,10,52,9.125,24.74867803
C-4125,Baba Naharsingh Indraprastha,Kerala,6,71,2,0,71,11.83333333,24.75815457
C-31365,MODEL ACADEMY FOR ADVANCED,Tamil Nadu,4,64,0,0,71,16,24.75926454
C-11005,"College of Education, Hanumant",Kerala,7,78,0,10,71,11.14285714,24.75963424
C-14899,Amirtham College of Education,Maharashtra,11,78,0,10,71,7.090909091,24.76076357
C-15765,MHATMA PHULE COLLEG OF,Tamil Nadu,5,91,0,10,56,18.2,24.76115643
C-919,P.D.M.GRADUATE TEACHER'S,Rajasthan,2,96,0,0,54,48,24.76157651
C-6087,J. G. College of Education for Women (PG),Chattisgarh,4,92,0,10,57,23,24.76364067
C-20188,Shiv Prasad Pandey Sanskrit,Gujarat,3,87,1,10,79,29,24.76580744
C-10961,"Mahapat Mahavidyalaya, Janghira",Gujarat,6,356,0,0,55,59.33333333,24.76694024
C-33655,Sai Shraddha Foundation Gr. Floor,Uttar Pradesh,5,125,0,10,50,25,24.77621477
C-5968,Smt. B. C. J. College of Education,Maharashtra,7,102,1,10,100,14.57142857,24.78317426
C-54636,KCC INSTITUTE OF TECHNOLOGY,Haryana,158,875,1,10,91,5.537974684,24.78787512
C-6125,Rudra College of Business Administration,Karnataka,8,140,0,0,76,17.5,24.79042772
C-17587,"Government First Grade College,",Maharashtra,26,167,0,10,84,6.423076923,24.79963955
C-52816,VIDYA RATTAN COLLEGE FOR WOMEN,Maharashtra,30,893,0,10,92,29.76666667,24.80182389
C-55354,ACADEMY OF CLIMATE CHANGE,Telangana,9,91,3,10,44,10.11111111,24.80226843
C-34599,Yeshwantrao Chavan College of,Karnataka,59,2943,2,10,85,49.88135593,24.80482449
C-33547,Shahu Shikshan Sanstha's,Maharashtra,5,385,0,10,66,77,24.80482449
C-60356,UNIVERSITY INSTITUTE OF TECHNOLOGY,Kerala,12,42,0,10,98,3.5,24.81163234
C-13181,"Star Infotech College, Deoli",Maharashtra,10,110,0,10,76,11,24.81751054
C-58070,DR. V. R. GODHANIA COLLEGE OF,Karnataka,8,79,1,10,69,9.875,24.83256842
C-38246,Shri Bankey Bihari Kanhiya Lal Mahila TT,Kerala,16,193,0,0,60,12.0625,24.83490328
C-46856,"AXIS BUISNESS SCHOOL,",Maharashtra,15,74,2,10,78,4.933333333,24.83698583
C-61233,"D.P.D. GIRLS COLLEGE ,RAJGARH",Uttar Pradesh,9,83,0,10,62,9.222222222,24.84011837
C-35662,"SESs Shivaji Education College, Baad-",Telangana,7,73,0,10,86,10.42857143,24.8405148
C-55814,MATA KITAB KAUR MAHAVIDYALY,Karnataka,15,153,0,10,83,10.2,24.84494117
C-40970,Sarbamangala Degree College,Karnataka,17,1783,0,10,51,104.8823529,24.84644865
C-30423,Repalle Christian College of,Tamil Nadu,18,60,1,10,72,3.333333333,24.84773896
C-37037,Nehru Institute of Information,Maharashtra,31,170,5,10,50,5.483870968,24.85075058
C-8683,Sri. Vijay Mahantesh Arts &,Uttar Pradesh,18,425,2,10,62,23.61111111,24.85294701
C-6202,Heritage Institute of Technology,Gujarat,228,4261,7,10,50,18.68859649,24.86581688
C-47474,NATIONAL INSTITUTE OF FASHION,Uttar Pradesh,25,603,6,10,92,24.12,24.87946758
C-58551,Chanakya College of Physiotherapy,Andhra Pradesh,11,71,1,10,85,6.454545455,24.88536786
C-35453,"D.C.Pavate Education College,",Karnataka,8,83,2,10,61,10.375,24.88650721
C-13984,"Shri Gurudeo Ayurved College,",Andhra Pradesh,28,207,1,10,100,7.392857143,24.88728807
C-23954,D.R.G. DEGREE COLLEGE FOR,Uttar Pradesh,1,89,0,10,50,89,24.88863883
C-60732,"BHARATHI B.P.ED COLLEGE, KANDULAPUR",West Bengal,1,89,0,10,50,89,24.88863883
C-6799,BRDF SAMAJKARYA MAHAVIDHYAL,West Bengal,4,79,0,0,58,19.75,24.89118188
C-14462,Indira Gandhi College of Education,Maharashtra,13,200,0,10,75,15.38461538,24.89943232
C-52241,BOSCO INSTITUTE,Madhya Pradesh,4,66,2,0,82,16.5,24.90623665
C-7271,"College of Physical Education,",Rajasthan,11,85,1,10,58,7.727272727,24.90776884
C-7288,"Government College of Education,",Uttar Pradesh,9,99,0,10,50,11,24.91043778
C-43768,Oriental School of Hotel,Tamil Nadu,28,566,3,10,89,20.21428571,24.91043778
C-57127,SUSMITA COLLEGE OF EDUCATION,Haryana,34,200,0,10,76,5.882352941,24.91072171
C-15921,Sarvodaya Vidyapith Mahavidyalay,Maharashtra,2,310,0,10,96,155,24.91249838
C-58713,Sadbhav Institute of Nursing Rupal,Andhra Pradesh,7,60,2,10,54,8.571428571,24.91418949
C-86,Ahmedabad Institute Of Technology,Karnataka,7,73,0,0,70,10.42857143,24.92345505
C-52019,ARADHANA SCIENCE COLLEGE,Telangana,8,64,1,10,99,8,24.92852135
C-54777,"K.M. College , Shivpuri",Andhra Pradesh,16,92,0,10,99,5.75,24.92956785
C-14805,"St.Marys college of Education,",Kerala,12,82,2,10,66,6.833333333,24.93378699
C-6591,ASPEE Institue of Agribussiness,Gujarat,9,66,1,0,83,7.333333333,24.93552273
C-59938,B574 M.S INSTITUTE OF TECHNOLOGY,Tamil Nadu,5,68,0,10,92,13.6,24.9377087
C-843,SANSKRUTI COLLEGE OF MANAGEMENT,Uttar Pradesh,27,986,0,10,75,36.51851852,24.94042714
C-20170,Munishwar Prasad Adarsh Sanskrit,Gujarat,4,91,0,0,91,22.75,24.94084691
C-59014,MAA RAJ RANI MAHALA MAHAVIDYALA,Uttar Pradesh,10,274,0,10,53,27.4,24.9462611
C-12919,"J.N.L.College, Khagaul",Andhra Pradesh,32,1549,1,10,71,48.40625,24.94683584
C-50954,"College of Teacher Education,",Andhra Pradesh,8,65,0,10,98,8.125,24.9551553
C-22222,Punjabi University Neighbourhoo,Karnataka,3,154,0,10,100,51.33333333,24.95622404
C-27303,"Sravanthi College of Education,",Uttar Pradesh,8,100,0,10,73,12.5,24.95925069
C-25976,Vision P.G College,Maharashtra,17,242,0,10,78,14.23529412,24.96155216
C-19988,"Shri Sanskrit Mahavidyalaya, Khekhara",Karnataka,6,91,1,0,98,15.16666667,24.96215116
C-40717,"Guru Govind Singh Khalsa Girls College,",Rajasthan,13,67,0,0,68,5.153846154,24.96340295
C-30197,Sri BVR Degree College,Uttar Pradesh,42,938,2,10,72,22.33333333,24.96550407
C-55212,D542 NAVAYUGA GABBURU,Karnataka,6,66,0,0,84,11,24.96849564
C-39724,"Konark Women's College,",Andhra Pradesh,11,256,0,10,78,23.27272727,24.97010274
C-49999,SAHYADRI SHIKSHAN SANSTHAS,Uttar Pradesh,7,77,0,0,75,11,24.97351358
C-36927,Surya Engineering College,Rajasthan,69,654,2,10,78,9.47826087,24.97492233
C-27232,"Government Degree College, Mulug",Himachal Pradesh,18,187,0,10,68,10.38888889,24.97943796
C-593,C. N. Parmar Shikshan Mahavidyala,Kerala,6,80,0,0,57,13.33333333,24.99222994
C-54767,ACTI COMPUTER SAGAR,Bihar,8,79,0,0,59,9.875,24.99754796
C-10072,SDVS'S S S ARTS COLLEGE & TP,Andhra Pradesh,31,474,2,10,94,15.29032258,24.99906427
C-17762,"B.E.A. College of Education & PG Centre,",Uttar Pradesh,9,88,1,10,53,9.777777778,25.00013006
C-33213,"SHANTINIKETAN DEGREE COLLEGE,",Madhya Pradesh,26,461,0,10,66,17.73076923,25.00374372
C-58080,MARUDHARA COLLEGE,Gujarat,13,252,0,0,56,19.38461538,25.00456067
C-10174,"Y V V S'S ARTS COLLEGE, YAMAKANAMA",Maharashtra,8,116,0,10,52,14.5,25.0060823
C-49688,"D533 GOVT FIRST GRADE COLLEGE,",Odisha,4,78,0,0,61,19.5,25.00997866
C-27894,"Lord Krishna College of Education, Vill",Madhya Pradesh,15,130,1,10,66,8.666666667,25.01163656
C-45496,CANCER INSTITUTE (W.L.A.) (Inst.,Uttar Pradesh,6,73,0,10,83,12.16666667,25.01724964
C-7462,Shahid Bhagatsingh College of,Uttarakhand,13,184,1,10,69,14.15384615,25.02231237
C-59941,SHARADA AYURVEDIC MEDICAL,Andhra Pradesh,32,154,2,0,52,4.8125,25.0267447
C-11541,"Nalanda College of Education,",Andhra Pradesh,13,200,0,10,91,15.38461538,25.0267447
C-25759,David Memorial College of,Maharashtra,6,66,1,10,96,11,25.02863021
C-11318,Din Dayal Upadhyaya Mahavidyalay,Rajasthan,8,88,0,10,54,11,25.03314157
C-28134,HARSH COLLEGE OF EDUCATION,Kerala,19,174,0,10,65,9.157894737,25.03628308
C-12073,SRI DEVI PRASAD MAHAVIDYALA,Tamil Nadu,47,5049,2,10,76,107.4255319,25.04098394
C-33749,Jahnavis Multi Foundations Vande,Rajasthan,38,1637,0,0,56,43.07894737,25.04301404
C-31119,INSTITUTE OF COMPUTER SCIENCE &,Telangana,4,93,0,10,67,23.25,25.04323194
C-57704,Sri VIdya Degree College,Madhya Pradesh,19,519,0,10,94,27.31578947,25.04396317
C-6124,Subham Institute of Nursing,Andhra Pradesh,29,382,2,10,93,13.17241379,25.04407113
C-24579,"Doon Institute of Education, Rishikesh-",Jharkhand,8,86,0,10,58,10.75,25.04593529
C-48224,SRI SAI COLLEGE OF EDUCATION,Rajasthan,13,6,0,10,52,0.461538462,25.04598951
C-44145,Shri Swami Samarth Computer,Karnataka,7,17,0,10,74,2.428571429,25.04754202
C-56811,"University College, Benra Dhuri",Uttar Pradesh,31,1246,0,0,73,40.19354839,25.05530458
C-46067,AMARDEEP COLLEGE OF ENGINEERING,Chattisgarh,30,70,0,10,89,2.333333333,25.06188877
C-21500,GAYATHRI PG COLLEGE NEAR NEW,Maharashtra,5,84,0,10,62,16.8,25.06198156
C-12553,"MAHADEVI MAHAVIDYALAYA,",Kerala,12,9,0,10,66,0.75,25.06287091
C-42105,Shri Brahmanand Swami,Maharashtra,12,1083,0,0,92,90.25,25.06544564
C-14844,Sri Parasakthi College of Education for,Kerala,9,194,0,10,52,21.55555556,25.06840087
C-31050,"Guru Nanak College for Girls, Muktsar",West Bengal,87,1613,1,10,99,18.54022989,25.06949028
C-88,Chaudhari Technical Institute,Karnataka,6,80,1,0,57,13.33333333,25.07175619
C-43784,Sree Narayana Guru College of Engineering,Andhra Pradesh,58,542,2,10,78,9.344827586,25.07192547
C-8901,190097-SSPM'S COLLEGE OF,Kerala,5,77,1,10,75,15.4,25.0730688
C-44922,Horticultural College and Research,Uttar Pradesh,38,359,5,10,67,9.447368421,25.07452075
C-21004,K.L.E Society S. Nijalingappa,Rajasthan,123,3558,0,10,84,28.92682927,25.07458671
C-52455,"GOVERNMENT MEDICAL COLLEGE,",Rajasthan,1,387,2,10,51,387,25.07695701
C-36474,Iswar Saran Degree College,Punjab,170,4787,0,10,68,28.15882353,25.07905083
C-1204,Shree PM Patel College of Computer,Karnataka,8,124,2,10,91,15.5,25.0799829
C-54200,Govt.Degree College Masi,Telangana,7,73,0,0,90,10.42857143,25.08575355
C-39926,"SIDDHI MAHAVIDHYALAYA,",Madhya Pradesh,14,708,0,0,58,50.57142857,25.08675773
C-6809,SHRI & SMT P K KOTAWALA ARTS,Gujarat,35,5060,2,10,95,144.5714286,25.08966684
C-266,SHANKERSINH VAGHELA BAPU,Madhya Pradesh,73,1213,2,10,92,16.61643836,25.09348198
C-31466,SHRI SAI COMPUTER & INFORMATION,Maharashtra,13,269,0,10,68,20.69230769,25.09349445
C-51586,Rahat College of Education,Maharashtra,16,100,1,10,85,6.25,25.09711019
C-14748,Gangaa College of Education,Madhya Pradesh,9,78,0,10,74,8.666666667,25.09730409
C-55101,Shri Prahalad Mukhiya Mahavidhyala,Bihar,5,1209,0,10,69,241.8,25.09748965
C-17757,"Bapuji College Of Education, Chitradurga",Gujarat,12,78,0,10,74,6.5,25.09924767
C-30192,"Dairy Science College, Mahagoan",Maharashtra,15,85,2,10,59,5.666666667,25.10348485
C-48269,AR SCHOOL OF BUSINESS,Uttar Pradesh,13,67,2,10,94,5.153846154,25.1051436
C-46540,SOPORE LAW COLLEGE,Maharashtra,12,227,2,10,74,18.91666667,25.10629462
C-55180,"College of Teacher Education,",Madhya Pradesh,8,62,0,0,93,7.75,25.10629462
C-28967,HARLAL SCHOOL OF LAW PLOT No.,Gujarat,20,705,2,10,59,35.25,25.11562347
C-51686,CYBOTECH CAMPUS,Telangana,13,74,0,10,82,5.692307692,25.1260041
C-27,"R.H.PATEL INSTI. OF TECHNOLOGY,",Maharashtra,57,560,0,10,53,9.824561404,25.12816445
C-9634,"Awadh Bihari Sanskrit College,",Maharashtra,4,77,0,0,64,19.25,25.12877543
C-27165,Adarsh Post Graduate College of,Rajasthan,7,90,0,10,51,12.85714286,25.13336949
C-59295,PRATIBHA PALLAVAN TEACHERS,Uttar Pradesh,26,303,0,10,60,11.65384615,25.1397439
C-58332,BAPS Swaminarayan Sanskrit,Andhra Pradesh,9,69,1,0,79,7.666666667,25.14139387
C-21039,Indian Academy Degree,Tamil Nadu,116,3431,2,10,90,29.57758621,25.151334
C-60849,"Govt. College For Girls, Rania",Haryana,1,166,0,10,81,166,25.15306181
C-15102,SRI MOHAR SINGH DEGREE,Maharashtra,37,1392,0,10,84,37.62162162,25.16107354
C-55817,SWAMI VIVEKANAND POST,Uttarakhand,2,41,0,10,81,20.5,25.16554125
C-25868,St. George Degree College for,Madhya Pradesh,11,290,0,0,84,26.36363636,25.16591376
C-6153,Ideal Institute of Engineering 279,Maharashtra,50,780,0,10,64,15.6,25.16787359
C-35119,"SAnjay Gandhi College, Vidisha",Uttar Pradesh,28,289,0,10,96,10.32142857,25.17232468
C-53819,BRIGHT CAREER COMPUTER,Rajasthan,8,68,0,0,82,8.5,25.1804705
C-61158,"UNIVERSAL GIRLS COLLEGE,",Tamil Nadu,12,385,0,10,74,32.08333333,25.18142793
C-15655,"Govt. Polytechnic , Jashpur.",West Bengal,16,147,0,10,91,9.1875,25.18308783
C-28284,SARASWATI VIDYA MANDIR COLLEGE OF,Telangana,4,260,0,0,55,65,25.18875855
C-34311,Mahatma Jyotiba Phule College of,Karnataka,4,34,0,10,81,8.5,25.19326422
C-47532,"D525 IDEAL DEGREE COLLEG,",Maharashtra,9,66,0,0,86,7.333333333,25.19366764
C-30639,"Satyam College of Nursing,",Gujarat,36,154,1,10,52,4.277777778,25.19795237
C-32903,Sri Guru Tegh Bahadur Institute of,Andhra Pradesh,59,1222,0,10,79,20.71186441,25.20072983
C-22964,K.C Minerva College of Education,Andhra Pradesh,1,0,1,0,74,0,25.20593888
C-28480,"DAV College of Engg.Kanina, Mohindergarh",Bihar,20,70,2,10,89,3.5,25.20685006
C-46469,UMEDA DEVI MAHILA MAHAVIDYALA,Maharashtra,8,445,0,10,72,55.625,25.21567742
C-8157,SAHRDAYA COLLEGE OF ENGINEERING,Maharashtra,115,1554,4,10,98,13.51304348,25.21778151
C-51711,Maya College of Agriculture and,Karnataka,13,575,2,10,83,44.23076923,25.22887938
C-12471,SRI C.B. SINGH MEMORIAL SHIKSHAN,Rajasthan,68,1594,0,0,80,23.44117647,25.23160687
C-12572,ADHARSHILA COLLEGE OF PROF.,Tamil Nadu,31,96,0,10,40,3.096774194,25.23167138
C-14775,St.Marys College of Education and,Karnataka,8,97,0,10,77,12.125,25.2325032
C-15192,PC BAGLA COLLEGE MAHAMAYA,Karnataka,39,3051,0,10,62,78.23076923,25.24072012
C-9270,D469 Kanishka College of,Chattisgarh,7,85,1,10,61,12.14285714,25.24476781
C-15298,BALMUKAND BAZARI COLLEGE OF,Madhya Pradesh,9,72,0,10,87,8,25.24834708
C-14836,Century Foundation College of,Uttar Pradesh,8,89,0,10,54,11.125,25.25185881
C-28854,"R. N COLLEGE HASTINAPUR, MEERUT",Gujarat,37,68,0,10,81,1.837837838,25.25271193
C-13724,Late. Bhagwan Singh Mahavidyalay,Andhra Pradesh,16,758,0,10,93,47.375,25.25444528
C-47828,K R DOSHI B COM COLLEGE,Uttar Pradesh,12,293,0,10,67,24.41666667,25.26175543
C-48267,VIVEKANANDA INSTITUTE OF MANAGEMENT,Kerala,12,199,2,10,60,16.58333333,25.26344262
C-58932,VISHWA BHARTI FOUNDATION,Karnataka,5,165,0,10,81,33,25.26378777
C-53030,Sakhafiya Millat Education,Lakshadweep Islands,7,40,0,10,64,5.714285714,25.26502986
C-60368,FACULTY OF COMMERCE AND,Tamil Nadu,5,76,2,10,78,15.2,25.27145468
C-54180,S S R DEGREE COLLEGE,Karnataka,1,461,0,10,55,461,25.27145815
C-12217,GULAB FULANNDAR VIDHI,West Bengal,8,144,0,10,72,18,25.27400437
C-38440,Shri Shyam Mahila Mahavidyalay,Telangana,11,373,0,10,97,33.90909091,25.28078887
C-49219,"GOVERNMENT COLLEGE JAMGAON (R),",Kerala,13,829,0,10,74,63.76923077,25.28384312
C-8657,Muktambika BCA/BBA College for,Karnataka,12,107,1,0,91,8.916666667,25.2864296
C-6253,Gurukul Management Studies 221,Kerala,3,55,2,10,54,18.33333333,25.29484252
C-33315,TCB College of Agriculture and Research,Gujarat,14,379,5,10,79,27.07142857,25.30046627
C-22601,MAHAMATI PRAN NATH DEGREE,Uttar Pradesh,4,265,0,0,88,66.25,25.31132063
C-17144,L.G.B. Girl's College,Chattisgarh,25,915,1,10,98,36.6,25.31670095
C-52666,"Polytechnic in Animal Husbandry,",Madhya Pradesh,7,109,1,10,73,15.57142857,25.32638272
C-8301,National Institute of Electronics,Uttar Pradesh,33,375,2,10,67,11.36363636,25.32826236
C-48514,"NEW MANGALA COLLEGE OF NURSING,",Rajasthan,22,155,2,10,86,7.045454545,25.32940419
C-8371,Simen Chapori College P.O. Simen,Uttar Pradesh,39,691,1,10,54,17.71794872,25.33726027
C-36488,SARASWATHI NARAYANAN COLLEGE,Madhya Pradesh,80,2220,1,10,79,27.75,25.34188733
C-47053,"SHRI BALAJI COLLEGE OF PHARMACY,",Tamil Nadu,7,120,0,10,59,17.14285714,25.3442337
C-44930,GOVT. COLLEGE KRISHAN,Andhra Pradesh,19,683,0,0,73,35.94736842,25.34428541
C-57922,Matrushri Maniba Commerce,Uttar Pradesh,2,58,0,10,55,29,25.34764982
C-35575,"SESs Mahasati Arts, Commerce &",Mizoram,9,164,0,0,94,18.22222222,25.35429158
C-17240,T.H.B. College,Rajasthan,49,2142,1,10,77,43.71428571,25.35955898
C-481,"Government B. Ed. College, Kachhal",Uttar Pradesh,7,100,0,10,79,14.28571429,25.36012927
C-23113,Bhubaneswar School of Hotel,Gujarat,7,74,3,10,82,10.57142857,25.36138181
C-45122,GROWMORE INSTITUTE OF COMMERCE,Karnataka,15,357,2,10,90,23.8,25.36254054
C-58820,Navsahyadri Institute of Pharmacy,Gujarat,22,299,2,10,70,13.59090909,25.36532024
C-21671,Al-Shamsh Infotech College Nagari,Gujarat,4,89,0,10,55,22.25,25.37217826
C-34501,Tuljabhavani Mahavidyalaya Arts &,West Bengal,17,487,1,0,83,28.64705882,25.3725538
C-40077,Sanjay Gandhi Accidental,Uttar Pradesh,38,398,0,10,76,10.47368421,25.37720959
C-25402,Y.V.N.R. GOVT.DEGREE COLLEGE,Rajasthan,27,415,1,10,84,15.37037037,25.3786551
C-42323,MANYAWAR KANSHIRAM SNATKOTTAR,Maharashtra,8,418,0,0,79,52.25,25.38608112
C-17108,Rupahi College,Maharashtra,42,2472,1,10,71,58.85714286,25.38616365
C-30314,Sri Rajeswari College of Education,Kerala,16,100,0,10,80,6.25,25.39640018
C-12088,PT. KHERE PD. VIPIN BIHARI MAHAVIDYALA,Tamil Nadu,1,1660,1,10,70,1660,25.39668284
C-7434,"Kai Vasantrao Kale Sr. College,",Nagaland,23,905,0,10,73,39.34782609,25.39687179
C-34470,Omsai Shikshan Prasarak,West Bengal,16,112,0,10,57,7,25.40296319
C-25397,S.G.L. (SARDAR GOWTHU,Telangana,21,46,0,10,71,2.19047619,25.41225787
C-60527,K. R. GIRLS COLLEGE,Maharashtra,15,5,0,0,76,0.333333333,25.41247261
C-49803,SEVA MANDAL EDUCATION SOCIETYs,Maharashtra,20,135,1,10,79,6.75,25.41600193
C-56740,SHREE VIJAY STHALI VIDHAYAPEET,Odisha,8,419,0,0,59,52.375,25.42198763
C-34262,Adarsha Shikshan Prasarak,Haryana,5,75,1,10,82,15,25.42334512
C-23890,M.V.R.Degree College,Andhra Pradesh,84,1607,0,10,100,19.13095238,25.42361708
C-9606,Veda Karmakand and Agam,Kerala,4,48,0,0,77,12,25.42506834
C-59528,NEW HORIZON COLLEGE OF EDUCATION,Madhya Pradesh,14,171,0,10,79,12.21428571,25.43015612
C-18188,Adarsh Sanskar College of,Andhra Pradesh,8,96,0,10,42,12,25.43219488
C-48635,"SHREE JANANI WOMENs COLLEGE,",Karnataka,14,348,0,0,95,24.85714286,25.43253891
C-59025,Atam Institute of Pharmacy,Maharashtra,15,79,0,10,75,5.266666667,25.43348174
C-6195,"ABS Academy of Science, Technology",Rajasthan,12,85,2,10,62,7.083333333,25.43826958
C-57614,HAUSILA PRASAD SINGH,Kerala,8,242,0,10,98,30.25,25.44209993
C-47090,"B L M COLLEGE OF NURSING,",Maharashtra,15,67,2,10,97,4.466666667,25.44506247
C-44147,Bhagwan Shikshan Prasarak,Uttar Pradesh,4,71,1,10,90,17.75,25.45146244
C-25370,MONTESSORI MAHILA KALASALA,Uttar Pradesh,2,659,0,10,62,329.5,25.45312654
C-53936,RAJEEV GANDHI INSTITUTE OF,Andhra Pradesh,4,39,0,10,57,9.75,25.45514713
C-60954,Telangana Tribal Welfare Residential,Assam,26,292,1,10,67,11.23076923,25.45682324
C-20230,Shri Vaidik Dharm Sanjeevani,Gujarat,6,92,0,10,95,15.33333333,25.45774922
C-50339,"SATYADEV DEGREE COLLEGE,",Karnataka,3,1296,0,0,99,432,25.46898108
C-25320,VIDYALAYA DEGREE COLLEGE,Tamil Nadu,18,625,0,10,54,34.72222222,25.47013257
C-1296,"NDRK Institute of Technology, HASSAN",Maharashtra,61,501,2,10,59,8.213114754,25.47197058
C-1226,AIMS College of Management,Telangana,8,72,0,10,89,9,25.47316253
C-51741,GOVT. COLLEGE NANKHARI,Jharkhand,7,115,0,0,71,16.42857143,25.47349149
C-11454,"Shri Vishwa Nath Snaskrit College,",Gujarat,6,74,0,0,60,12.33333333,25.47921666
C-40288,SLES College of Nursing,Haryana,30,252,2,10,69,8.4,25.48206354
C-58738,Shree H.R.Mehta M.Ed Mahila College,Tamil Nadu,2,0,1,10,85,0,25.48269207
C-59422,Telangana Tribal Welfare Residential,Haryana,19,166,1,10,94,8.736842105,25.48343355
C-33659,Nirmala Memorial Foundation at,Uttar Pradesh,7,168,0,10,59,24,25.49057675
C-15302,GULKANDI LALA RAM MAHAVIDYALA,Odisha,20,782,0,10,52,39.1,25.49616351
C-52411,"Samta Mahavidyalay, Badagaou,",Gujarat,2,223,0,10,55,111.5,25.49621773
C-43790,"Malik Deenar College of Pharmacy,",Uttar Pradesh,23,245,2,10,61,10.65217391,25.49938777
C-10364,"Shri Guru Ram Das Institute of Mgt & Tech,",Madhya Pradesh,15,100,0,10,84,6.666666667,25.50786051
C-45947,SRI KALISWARI INSTITUTE OF MANAGEMENT,Uttar Pradesh,8,58,1,10,62,7.25,25.51546069
C-39323,"Hilltop College, Mohana",Tamil Nadu,9,469,1,10,86,52.11111111,25.52239223
C-6808,KANTABA BED COLLEGE,Uttar Pradesh,19,200,0,10,64,10.52631579,25.54070534
C-11637,"St. Josephs College of Nursing, St.",Uttar Pradesh,32,256,1,10,70,8,25.54419249
C-57808,BSC COLLEGE OF NURSING MUSLIM,Maharashtra,13,91,1,10,52,7,25.54598445
C-53904,SADHANA DEGREE COLLEGE,Uttar Pradesh,13,263,0,10,82,20.23076923,25.54799858
C-42579,LALLAN JI BRAHMCHARI MAHAVIDYALA,Andhra Pradesh,9,1312,0,10,72,145.7777778,25.55365621
C-22049,"College of Dairy Technology,",Madhya Pradesh,14,72,1,10,89,5.142857143,25.55717458
C-6667,D L PATEL INSTI OF MANAG &,West Bengal,5,66,2,10,100,13.2,25.55959457
C-47616,SHRI JWALAMUKHI SANSKRIT,Rajasthan,11,170,1,10,58,15.45454545,25.5656836
C-36435,"Jawaharlal Nehru College for Women,",Karnataka,57,1071,1,10,67,18.78947368,25.56585169
C-52554,"Agnus Degree College, Jainoor (V&M)",Uttar Pradesh,7,75,0,10,84,10.71428571,25.56665686
C-45252,"VEDA VIJNANA SHODHAÂ SAMSTHANAM,",Telangana,6,65,0,0,90,10.83333333,25.57324451
C-36811,"Indira Priydarshini T.T. College,",Bihar,8,95,0,0,60,11.875,25.57369043
C-11744,"St. Marys College for Women,",Karnataka,51,808,1,10,93,15.84313725,25.57819279
C-43050,Smt.Savitabai Uttamrao Deshmukh,Andhra Pradesh,8,202,0,10,94,25.25,25.58473576
C-50295,"KAKATIYA DEGREE COLLEGE,",Maharashtra,12,263,0,10,79,21.91666667,25.58571958
C-8892,200022-K.S.WANI ADVANCED,Telangana,10,107,0,10,22,10.7,25.58669226
C-18965,"Social Work College, Kamptee",Bihar,10,234,0,0,53,23.4,25.58763808
C-59630,CG SCHOOL OF NURSING,Maharashtra,9,84,1,10,66,9.333333333,25.58857262
C-54542,"SHAREEATH COLLEGE FOR WOMEN,",Gujarat,5,115,1,10,63,23,25.59258128
C-41265,Trimurti Pawan Pratishthans,Chattisgarh,11,225,2,10,50,20.45454545,25.59460084
C-57056,"GOVERNMENT DEGREE COLLEGE,",Uttar Pradesh,8,56,0,10,85,7,25.5970503
C-44268,Bahinabai Women's College of,Madhya Pradesh,6,70,0,10,94,11.66666667,25.59906836
C-30746,International Institute of Pharmaceutica,Uttar Pradesh,25,202,2,10,89,8.08,25.60705001
C-57175,PT. DEV PRABHAKAR SHASTRI BED,Andhra Pradesh,7,92,0,10,77,13.14285714,25.60977181
C-19037,Sarsuna Law College,Kerala,6,395,0,10,75,65.83333333,25.60982603
C-36484,"Sri Siddhartha Medical College,",Rajasthan,137,579,4,10,100,4.226277372,25.61422991
C-14694,Assefa College of Education,Gujarat,10,74,2,10,85,7.4,25.62020719
C-51694,I.K.G.P.T.U .Amritsar Campus,Andhra Pradesh,7,92,0,10,83,13.14285714,25.62160343
C-6992,"Kalpatharu College of Education,",Andhra Pradesh,9,200,2,10,76,22.22222222,25.62217817
C-45839,SHANTHI NIKETAN COLLEGE OF,Gujarat,11,155,0,10,50,14.09090909,25.62791115
C-56649,SHREE GURU MALLIKARJUN COLLEGE OF,Punjab,8,74,0,0,56,9.25,25.62914714
C-36556,SOURASHTRA COLLEGE FOR WOMEN,Maharashtra,33,565,0,10,94,17.12121212,25.63936634
C-56640,KARNATAKA RATHNA DE JA GOW FIRST,Karnataka,7,21,0,0,51,3,25.64052771
C-60046,AARYAWART MAHAVIDHYALAY,Uttar Pradesh,13,81,0,10,73,6.230769231,25.64358826
C-53875,SHARDA INSTITUTE OF COMPUTER,Rajasthan,3,53,0,10,83,17.66666667,25.66368748
